,Company,Year,Number of CSA Articles,Scaled Number of CSA Articles,Normalized Scaled Number of CSA Articles
3093,ford motor co,2005.0,40.0,0.0026597513132522108,0.3808218290564191
3094,ford motor co,2006.0,39.0,0.002206880941602535,0.31598008148483475
3095,ford motor co,2007.0,37.0,0.002461415646620543,0.35242423001869516
3096,ford motor co,2008.0,35.0,0.0021910604732690623,0.31371491494190884
3097,ford motor co,2009.0,41.0,0.003384234420140322,0.48455294877086047
3098,ford motor co,2010.0,25.0,0.002468891961287774,0.3534946849187418
3099,ford motor co,2011.0,27.0,0.0025926637219128097,0.37121626213233666
3100,ford motor co,2012.0,15.0,0.001608924166040974,0.23036493700443075
3101,ford motor co,2013.0,13.0,0.001407383349572372,0.20150842625672116
3102,ford motor co,2014.0,17.0,0.0019272191361523637,0.2759382475967897
3103,ford motor co,2015.0,27.0,0.003484320557491289,0.4988832305905477
3104,ford motor co,2016.0,10.0,0.0010690613641223007,0.15306765787843404
3105,ford motor co,2017.0,52.0,0.004874847661010593,0.6979781881816193
3106,ford motor co,2018.0,22.0,0.0015319267460483254,0.21934048589573973
3107,ford motor co,2019.0,28.0,0.002144936417956182,0.3071108963555723
3108,ford motor co,2020.0,36.0,0.005401350337584396,0.7733625714120839
3109,ford motor co,2021.0,32.0,0.004992978623810267,0.7148921188552957
3110,ford motor co,2022.0,39.0,0.006984240687679083,1.0
3111,fox corp,2014.0,55.0,0.0033142512805061767,0.32875265375217483
3112,fox corp,2015.0,91.0,0.0036982849711452493,0.36684635403085575
3113,fox corp,2016.0,121.0,0.003848722923757117,0.3817688423880578
3114,fox corp,2017.0,346.0,0.010081291337664987,1.0
3115,fox corp,2018.0,215.0,0.00613356916669044,0.6084110617629555
3116,fox corp,2019.0,168.0,0.005747716309145027,0.5701369116941227
3117,fox corp,2020.0,150.0,0.004439314569830418,0.4403517784715311
3118,fox corp,2021.0,147.0,0.0064652328803272196,0.641309993311302
3119,fox corp,2022.0,147.0,0.007044953512891786,0.69881459397676
3120,franklin resources inc,2018.0,1.0,0.006666666666666667,1.0
3121,franklin resources inc,2018.0,1.0,0.006666666666666667,1.0
3122,franklin resources inc,2018.0,1.0,0.006666666666666667,1.0
3123,franklin resources inc,2018.0,1.0,0.006666666666666667,1.0
3124,franklin resources inc,2020.0,2.0,0.0024154589371980675,0.3623188405797101
3125,franklin resources inc,2020.0,2.0,0.0024154589371980675,0.3623188405797101
3126,franklin resources inc,2020.0,2.0,0.0024154589371980675,0.3623188405797101
3127,franklin resources inc,2020.0,2.0,0.0024154589371980675,0.3623188405797101
3128,franklin resources inc,2021.0,1.0,0.0014084507042253522,0.2112676056338028
3129,franklin resources inc,2021.0,1.0,0.0014084507042253522,0.2112676056338028
3130,franklin resources inc,2021.0,1.0,0.0014084507042253522,0.2112676056338028
3131,franklin resources inc,2021.0,1.0,0.0014084507042253522,0.2112676056338028
3132,federal home loan mortg corp,1991.0,2.0,0.0007012622720897616,0.3433847592332866
3133,federal home loan mortg corp,1991.0,2.0,0.0007012622720897616,0.3433847592332866
3134,federal home loan mortg corp,1991.0,2.0,0.0007012622720897616,0.3433847592332866
3135,federal home loan mortg corp,1991.0,2.0,0.0007012622720897616,0.3433847592332866
3136,federal home loan mortg corp,1991.0,0.0,,
3137,federal home loan mortg corp,1991.0,0.0,,
3138,federal home loan mortg corp,1991.0,0.0,,
3139,federal home loan mortg corp,1991.0,0.0,,
3140,federal home loan mortg corp,1992.0,1.0,0.0003498950314905528,0.17133193375320738
3141,federal home loan mortg corp,1992.0,1.0,0.0003498950314905528,0.17133193375320738
3142,federal home loan mortg corp,1992.0,1.0,0.0003498950314905528,0.17133193375320738
3143,federal home loan mortg corp,1992.0,1.0,0.0003498950314905528,0.17133193375320738
3144,federal home loan mortg corp,1992.0,0.0,,
3145,federal home loan mortg corp,1992.0,0.0,,
3146,federal home loan mortg corp,1992.0,0.0,,
3147,federal home loan mortg corp,1992.0,0.0,,
3148,federal home loan mortg corp,1993.0,4.0,0.0013280212483399733,0.6502877379371403
3149,federal home loan mortg corp,1993.0,4.0,0.0013280212483399733,0.6502877379371403
3150,federal home loan mortg corp,1993.0,4.0,0.0013280212483399733,0.6502877379371403
3151,federal home loan mortg corp,1993.0,4.0,0.0013280212483399733,0.6502877379371403
3152,federal home loan mortg corp,1993.0,0.0,0.0,
3153,federal home loan mortg corp,1993.0,0.0,0.0,
3154,federal home loan mortg corp,1993.0,0.0,0.0,
3155,federal home loan mortg corp,1993.0,0.0,0.0,
3156,federal home loan mortg corp,1994.0,5.0,0.0015365703749231714,0.7524072935873797
3157,federal home loan mortg corp,1994.0,5.0,0.0015365703749231714,0.7524072935873797
3158,federal home loan mortg corp,1994.0,5.0,0.0015365703749231714,0.7524072935873797
3159,federal home loan mortg corp,1994.0,5.0,0.0015365703749231714,0.7524072935873797
3160,federal home loan mortg corp,1994.0,0.0,,
3161,federal home loan mortg corp,1994.0,0.0,,
3162,federal home loan mortg corp,1994.0,0.0,,
3163,federal home loan mortg corp,1994.0,0.0,,
3164,federal home loan mortg corp,1995.0,6.0,0.0020422055820285907,1.0
3165,federal home loan mortg corp,1995.0,6.0,0.0020422055820285907,1.0
3166,federal home loan mortg corp,1995.0,6.0,0.0020422055820285907,1.0
3167,federal home loan mortg corp,1995.0,6.0,0.0020422055820285907,1.0
3168,federal home loan mortg corp,1995.0,0.0,,
3169,federal home loan mortg corp,1995.0,0.0,,
3170,federal home loan mortg corp,1995.0,0.0,,
3171,federal home loan mortg corp,1995.0,0.0,,
3172,federal home loan mortg corp,1996.0,2.0,0.0006157635467980296,0.30151888341543515
3173,federal home loan mortg corp,1996.0,2.0,0.0006157635467980296,0.30151888341543515
3174,federal home loan mortg corp,1996.0,2.0,0.0006157635467980296,0.30151888341543515
3175,federal home loan mortg corp,1996.0,2.0,0.0006157635467980296,0.30151888341543515
3176,federal home loan mortg corp,1996.0,0.0,,
3177,federal home loan mortg corp,1996.0,0.0,,
3178,federal home loan mortg corp,1996.0,0.0,,
3179,federal home loan mortg corp,1996.0,0.0,,
3180,federal home loan mortg corp,1998.0,3.0,0.0004830917874396135,0.23655394524959744
3181,federal home loan mortg corp,1998.0,3.0,0.0004830917874396135,0.23655394524959744
3182,federal home loan mortg corp,1998.0,3.0,0.0004830917874396135,0.23655394524959744
3183,federal home loan mortg corp,1998.0,3.0,0.0004830917874396135,0.23655394524959744
3184,federal home loan mortg corp,1998.0,0.0,0.0,
3185,federal home loan mortg corp,1998.0,0.0,0.0,
3186,federal home loan mortg corp,1998.0,0.0,0.0,
3187,federal home loan mortg corp,1998.0,0.0,0.0,
3188,federal home loan mortg corp,1999.0,4.0,0.0005636978579481398,0.2760240511086058
3189,federal home loan mortg corp,1999.0,4.0,0.0005636978579481398,0.2760240511086058
3190,federal home loan mortg corp,1999.0,4.0,0.0005636978579481398,0.2760240511086058
3191,federal home loan mortg corp,1999.0,4.0,0.0005636978579481398,0.2760240511086058
3192,federal home loan mortg corp,1999.0,0.0,,
3193,federal home loan mortg corp,1999.0,0.0,,
3194,federal home loan mortg corp,1999.0,0.0,,
3195,federal home loan mortg corp,1999.0,0.0,,
3196,federal home loan mortg corp,2000.0,2.0,0.0002663115845539281,0.13040390590324014
3197,federal home loan mortg corp,2000.0,2.0,0.0002663115845539281,0.13040390590324014
3198,federal home loan mortg corp,2000.0,2.0,0.0002663115845539281,0.13040390590324014
3199,federal home loan mortg corp,2000.0,2.0,0.0002663115845539281,0.13040390590324014
3200,federal home loan mortg corp,2000.0,0.0,,
3201,federal home loan mortg corp,2000.0,0.0,,
3202,federal home loan mortg corp,2000.0,0.0,,
3203,federal home loan mortg corp,2000.0,0.0,,
3204,federal home loan mortg corp,2001.0,1.0,0.00013738150844896276,0.06727114530384211
3205,federal home loan mortg corp,2001.0,1.0,0.00013738150844896276,0.06727114530384211
3206,federal home loan mortg corp,2001.0,1.0,0.00013738150844896276,0.06727114530384211
3207,federal home loan mortg corp,2001.0,1.0,0.00013738150844896276,0.06727114530384211
3208,federal home loan mortg corp,2001.0,0.0,,
3209,federal home loan mortg corp,2001.0,0.0,,
3210,federal home loan mortg corp,2001.0,0.0,,
3211,federal home loan mortg corp,2001.0,0.0,,
3212,federal home loan mortg corp,2002.0,5.0,0.0005712979890310786,0.27974558196221816
3213,federal home loan mortg corp,2002.0,5.0,0.0005712979890310786,0.27974558196221816
3214,federal home loan mortg corp,2002.0,5.0,0.0005712979890310786,0.27974558196221816
3215,federal home loan mortg corp,2002.0,5.0,0.0005712979890310786,0.27974558196221816
3216,federal home loan mortg corp,2002.0,0.0,,
3217,federal home loan mortg corp,2002.0,0.0,,
3218,federal home loan mortg corp,2002.0,0.0,,
3219,federal home loan mortg corp,2002.0,0.0,,
3220,federal home loan mortg corp,2003.0,7.0,0.0005324813631522897,0.26073837415690454
3221,federal home loan mortg corp,2003.0,7.0,0.0005324813631522897,0.26073837415690454
3222,federal home loan mortg corp,2003.0,7.0,0.0005324813631522897,0.26073837415690454
3223,federal home loan mortg corp,2003.0,7.0,0.0005324813631522897,0.26073837415690454
3224,federal home loan mortg corp,2003.0,0.0,,
3225,federal home loan mortg corp,2003.0,0.0,,
3226,federal home loan mortg corp,2003.0,0.0,,
3227,federal home loan mortg corp,2003.0,0.0,,
3228,federal home loan mortg corp,2004.0,11.0,0.0009315718157181572,0.45615966576332434
3229,federal home loan mortg corp,2004.0,11.0,0.0009315718157181572,0.45615966576332434
3230,federal home loan mortg corp,2004.0,11.0,0.0009315718157181572,0.45615966576332434
3231,federal home loan mortg corp,2004.0,11.0,0.0009315718157181572,0.45615966576332434
3232,federal home loan mortg corp,2004.0,0.0,,
3233,federal home loan mortg corp,2004.0,0.0,,
3234,federal home loan mortg corp,2004.0,0.0,,
3235,federal home loan mortg corp,2004.0,0.0,,
3236,federal home loan mortg corp,2005.0,5.0,0.0004770082045411181,0.23357501749030085
3237,federal home loan mortg corp,2005.0,5.0,0.0004770082045411181,0.23357501749030085
3238,federal home loan mortg corp,2005.0,5.0,0.0004770082045411181,0.23357501749030085
3239,federal home loan mortg corp,2005.0,5.0,0.0004770082045411181,0.23357501749030085
3240,federal home loan mortg corp,2005.0,0.0,,
3241,federal home loan mortg corp,2005.0,0.0,,
3242,federal home loan mortg corp,2005.0,0.0,,
3243,federal home loan mortg corp,2005.0,0.0,,
3244,federal home loan mortg corp,2006.0,4.0,0.00045024763619990995,0.22047125919255592
3245,federal home loan mortg corp,2006.0,4.0,0.00045024763619990995,0.22047125919255592
3246,federal home loan mortg corp,2006.0,4.0,0.00045024763619990995,0.22047125919255592
3247,federal home loan mortg corp,2006.0,4.0,0.00045024763619990995,0.22047125919255592
3248,federal home loan mortg corp,2006.0,0.0,,
3249,federal home loan mortg corp,2006.0,0.0,,
3250,federal home loan mortg corp,2006.0,0.0,,
3251,federal home loan mortg corp,2006.0,0.0,,
3252,federal home loan mortg corp,2007.0,4.0,0.00036663611365719525,0.17952948365413995
3253,federal home loan mortg corp,2007.0,4.0,0.00036663611365719525,0.17952948365413995
3254,federal home loan mortg corp,2007.0,4.0,0.00036663611365719525,0.17952948365413995
3255,federal home loan mortg corp,2007.0,4.0,0.00036663611365719525,0.17952948365413995
3256,federal home loan mortg corp,2007.0,0.0,,
3257,federal home loan mortg corp,2007.0,0.0,,
3258,federal home loan mortg corp,2007.0,0.0,,
3259,federal home loan mortg corp,2007.0,0.0,,
3260,federal home loan mortg corp,2008.0,31.0,0.0007437976870291281,0.36421293408192973
3261,federal home loan mortg corp,2008.0,31.0,0.0007437976870291281,0.36421293408192973
3262,federal home loan mortg corp,2008.0,31.0,0.0007437976870291281,0.36421293408192973
3263,federal home loan mortg corp,2008.0,31.0,0.0007437976870291281,0.36421293408192973
3264,federal home loan mortg corp,2008.0,0.0,,
3265,federal home loan mortg corp,2008.0,0.0,,
3266,federal home loan mortg corp,2008.0,0.0,,
3267,federal home loan mortg corp,2008.0,0.0,,
3268,federal home loan mortg corp,2009.0,9.0,0.00048525367984040543,0.2376125518951852
3269,federal home loan mortg corp,2009.0,9.0,0.00048525367984040543,0.2376125518951852
3270,federal home loan mortg corp,2009.0,9.0,0.00048525367984040543,0.2376125518951852
3271,federal home loan mortg corp,2009.0,9.0,0.00048525367984040543,0.2376125518951852
3272,federal home loan mortg corp,2009.0,0.0,,
3273,federal home loan mortg corp,2009.0,0.0,,
3274,federal home loan mortg corp,2009.0,0.0,,
3275,federal home loan mortg corp,2009.0,0.0,,
3276,federal home loan mortg corp,2010.0,16.0,0.000869281755949147,0.42565829982976566
3277,federal home loan mortg corp,2010.0,16.0,0.000869281755949147,0.42565829982976566
3278,federal home loan mortg corp,2010.0,16.0,0.000869281755949147,0.42565829982976566
3279,federal home loan mortg corp,2010.0,16.0,0.000869281755949147,0.42565829982976566
3280,federal home loan mortg corp,2010.0,0.0,,
3281,federal home loan mortg corp,2010.0,0.0,,
3282,federal home loan mortg corp,2010.0,0.0,,
3283,federal home loan mortg corp,2010.0,0.0,,
3284,federal home loan mortg corp,2011.0,15.0,0.0007098239636570131,0.34757713420405073
3285,federal home loan mortg corp,2011.0,15.0,0.0007098239636570131,0.34757713420405073
3286,federal home loan mortg corp,2011.0,15.0,0.0007098239636570131,0.34757713420405073
3287,federal home loan mortg corp,2011.0,15.0,0.0007098239636570131,0.34757713420405073
3288,federal home loan mortg corp,2011.0,0.0,0.0,
3289,federal home loan mortg corp,2011.0,0.0,0.0,
3290,federal home loan mortg corp,2011.0,0.0,0.0,
3291,federal home loan mortg corp,2011.0,0.0,0.0,
3292,federal home loan mortg corp,2012.0,11.0,0.0006456535775077772,0.3161550351196416
3293,federal home loan mortg corp,2012.0,11.0,0.0006456535775077772,0.3161550351196416
3294,federal home loan mortg corp,2012.0,11.0,0.0006456535775077772,0.3161550351196416
3295,federal home loan mortg corp,2012.0,11.0,0.0006456535775077772,0.3161550351196416
3296,federal home loan mortg corp,2012.0,0.0,0.0,
3297,federal home loan mortg corp,2012.0,0.0,0.0,
3298,federal home loan mortg corp,2012.0,0.0,0.0,
3299,federal home loan mortg corp,2012.0,0.0,0.0,
3300,federal home loan mortg corp,2013.0,13.0,0.0008221603845180876,0.4025845349523569
3301,federal home loan mortg corp,2013.0,13.0,0.0008221603845180876,0.4025845349523569
3302,federal home loan mortg corp,2013.0,13.0,0.0008221603845180876,0.4025845349523569
3303,federal home loan mortg corp,2013.0,13.0,0.0008221603845180876,0.4025845349523569
3304,federal home loan mortg corp,2013.0,0.0,,
3305,federal home loan mortg corp,2013.0,0.0,,
3306,federal home loan mortg corp,2013.0,0.0,,
3307,federal home loan mortg corp,2013.0,0.0,,
3308,federal home loan mortg corp,2014.0,9.0,0.0007664140338925317,0.3752874052627097
3309,federal home loan mortg corp,2014.0,9.0,0.0007664140338925317,0.3752874052627097
3310,federal home loan mortg corp,2014.0,9.0,0.0007664140338925317,0.3752874052627097
3311,federal home loan mortg corp,2014.0,9.0,0.0007664140338925317,0.3752874052627097
3312,federal home loan mortg corp,2014.0,0.0,,
3313,federal home loan mortg corp,2014.0,0.0,,
3314,federal home loan mortg corp,2014.0,0.0,,
3315,federal home loan mortg corp,2014.0,0.0,,
3316,federal home loan mortg corp,2015.0,12.0,0.0013345195729537367,0.6534697508896797
3317,federal home loan mortg corp,2015.0,12.0,0.0013345195729537367,0.6534697508896797
3318,federal home loan mortg corp,2015.0,12.0,0.0013345195729537367,0.6534697508896797
3319,federal home loan mortg corp,2015.0,12.0,0.0013345195729537367,0.6534697508896797
3320,federal home loan mortg corp,2015.0,0.0,,
3321,federal home loan mortg corp,2015.0,0.0,,
3322,federal home loan mortg corp,2015.0,0.0,,
3323,federal home loan mortg corp,2015.0,0.0,,
3324,federal home loan mortg corp,2016.0,8.0,0.0009784735812133072,0.4791258969341161
3325,federal home loan mortg corp,2016.0,8.0,0.0009784735812133072,0.4791258969341161
3326,federal home loan mortg corp,2016.0,8.0,0.0009784735812133072,0.4791258969341161
3327,federal home loan mortg corp,2016.0,8.0,0.0009784735812133072,0.4791258969341161
3328,federal home loan mortg corp,2016.0,0.0,,
3329,federal home loan mortg corp,2016.0,0.0,,
3330,federal home loan mortg corp,2016.0,0.0,,
3331,federal home loan mortg corp,2016.0,0.0,,
3332,federal home loan mortg corp,2017.0,8.0,0.0011666909727285986,0.5712896796461038
3333,federal home loan mortg corp,2017.0,8.0,0.0011666909727285986,0.5712896796461038
3334,federal home loan mortg corp,2017.0,8.0,0.0011666909727285986,0.5712896796461038
3335,federal home loan mortg corp,2017.0,8.0,0.0011666909727285986,0.5712896796461038
3336,federal home loan mortg corp,2017.0,0.0,,
3337,federal home loan mortg corp,2017.0,0.0,,
3338,federal home loan mortg corp,2017.0,0.0,,
3339,federal home loan mortg corp,2017.0,0.0,,
3340,federal home loan mortg corp,2018.0,9.0,0.0014308426073131955,0.7006359300476948
3341,federal home loan mortg corp,2018.0,9.0,0.0014308426073131955,0.7006359300476948
3342,federal home loan mortg corp,2018.0,9.0,0.0014308426073131955,0.7006359300476948
3343,federal home loan mortg corp,2018.0,9.0,0.0014308426073131955,0.7006359300476948
3344,federal home loan mortg corp,2018.0,0.0,,
3345,federal home loan mortg corp,2018.0,0.0,,
3346,federal home loan mortg corp,2018.0,0.0,,
3347,federal home loan mortg corp,2018.0,0.0,,
3348,federal home loan mortg corp,2019.0,14.0,0.0020292796057399622,0.9936705802773349
3349,federal home loan mortg corp,2019.0,14.0,0.0020292796057399622,0.9936705802773349
3350,federal home loan mortg corp,2019.0,14.0,0.0020292796057399622,0.9936705802773349
3351,federal home loan mortg corp,2019.0,14.0,0.0020292796057399622,0.9936705802773349
3352,federal home loan mortg corp,2019.0,0.0,,
3353,federal home loan mortg corp,2019.0,0.0,,
3354,federal home loan mortg corp,2019.0,0.0,,
3355,federal home loan mortg corp,2019.0,0.0,,
3356,federal home loan mortg corp,2020.0,5.0,0.0007190106413574921,0.35207554405138536
3357,federal home loan mortg corp,2020.0,5.0,0.0007190106413574921,0.35207554405138536
3358,federal home loan mortg corp,2020.0,5.0,0.0007190106413574921,0.35207554405138536
3359,federal home loan mortg corp,2020.0,5.0,0.0007190106413574921,0.35207554405138536
3360,federal home loan mortg corp,2020.0,0.0,,
3361,federal home loan mortg corp,2020.0,0.0,,
3362,federal home loan mortg corp,2020.0,0.0,,
3363,federal home loan mortg corp,2020.0,0.0,,
3364,federal home loan mortg corp,2021.0,9.0,0.0016316171138506164,0.7989485134155185
3365,federal home loan mortg corp,2021.0,9.0,0.0016316171138506164,0.7989485134155185
3366,federal home loan mortg corp,2021.0,9.0,0.0016316171138506164,0.7989485134155185
3367,federal home loan mortg corp,2021.0,9.0,0.0016316171138506164,0.7989485134155185
3368,federal home loan mortg corp,2021.0,0.0,,
3369,federal home loan mortg corp,2021.0,0.0,,
3370,federal home loan mortg corp,2021.0,0.0,,
3371,federal home loan mortg corp,2021.0,0.0,,
3372,federal home loan mortg corp,2022.0,9.0,0.0013073794305636258,0.6401801278326554
3373,federal home loan mortg corp,2022.0,9.0,0.0013073794305636258,0.6401801278326554
3374,federal home loan mortg corp,2022.0,9.0,0.0013073794305636258,0.6401801278326554
3375,federal home loan mortg corp,2022.0,9.0,0.0013073794305636258,0.6401801278326554
3376,federal home loan mortg corp,2022.0,0.0,,
3377,federal home loan mortg corp,2022.0,0.0,,
3378,federal home loan mortg corp,2022.0,0.0,,
3379,federal home loan mortg corp,2022.0,0.0,,
3380,freeport-mcmoran inc,2009.0,1.0,0.0014245014245014246,0.11574074074074074
3381,freeport-mcmoran inc,2010.0,1.0,0.001445086705202312,0.11741329479768786
3382,freeport-mcmoran inc,2011.0,1.0,0.001160092807424594,0.09425754060324826
3383,freeport-mcmoran inc,2012.0,1.0,0.001072961373390558,0.08717811158798283
3384,freeport-mcmoran inc,2014.0,1.0,0.0012453300124533001,0.10118306351183064
3385,freeport-mcmoran inc,2015.0,2.0,0.0015432098765432098,0.1253858024691358
3386,freeport-mcmoran inc,2016.0,2.0,0.001001001001001001,0.08133133133133133
3387,freeport-mcmoran inc,2018.0,1.0,0.001968503937007874,0.15994094488188976
3388,freeport-mcmoran inc,2020.0,2.0,0.004672897196261682,0.3796728971962616
3389,freeport-mcmoran inc,2021.0,8.0,0.012307692307692308,1.0
3390,freeport-mcmoran inc,2022.0,3.0,0.006382978723404255,0.5186170212765957
3391,general dynamics corp,1985.0,2.0,0.0004972650422675286,0.24034477042930547
3392,general dynamics corp,1986.0,1.0,0.0003546099290780142,0.17139479905437352
3393,general dynamics corp,1987.0,1.0,0.00032362459546925567,0.15641855447680691
3394,general dynamics corp,1989.0,2.0,0.0006205398696866273,0.2999276036818699
3395,general dynamics corp,1990.0,5.0,0.001444669170759896,0.698256765867283
3396,general dynamics corp,1991.0,1.0,0.00020567667626491157,0.09941039352804058
3397,general dynamics corp,1992.0,3.0,0.0005181347150259067,0.2504317789291882
3398,general dynamics corp,1993.0,1.0,0.00033467202141900936,0.1617581436858545
3399,general dynamics corp,1994.0,2.0,0.000877963125548727,0.424348844015218
3400,general dynamics corp,1995.0,1.0,0.0005252100840336134,0.2538515406162465
3401,general dynamics corp,1998.0,2.0,0.0011737089201877935,0.5672926447574335
3402,general dynamics corp,2000.0,1.0,0.00035310734463276836,0.17066854990583805
3403,general dynamics corp,2001.0,4.0,0.0008972633467922835,0.433677284282937
3404,general dynamics corp,2002.0,1.0,0.0002770083102493075,0.13388734995383195
3405,general dynamics corp,2003.0,8.0,0.0017937219730941704,0.866965620328849
3406,general dynamics corp,2004.0,9.0,0.0020689655172413794,1.0
3407,general dynamics corp,2005.0,1.0,0.0002349072116513977,0.1135384856315089
3408,general dynamics corp,2006.0,3.0,0.0006883891693437356,0.3327214318494722
3409,general dynamics corp,2007.0,4.0,0.000814663951120163,0.3937542430414121
3410,general dynamics corp,2008.0,4.0,0.0007766990291262136,0.3754045307443366
3411,general dynamics corp,2009.0,6.0,0.0010905125408942203,0.5270810614322065
3412,general dynamics corp,2010.0,4.0,0.0006795786612300374,0.32846301959451807
3413,general dynamics corp,2011.0,4.0,0.0005670541536716756,0.2740761742746432
3414,general dynamics corp,2012.0,1.0,0.00014392630972941855,0.06956438303588564
3415,general dynamics corp,2013.0,5.0,0.000726321905868681,0.3510555878365291
3416,general dynamics corp,2014.0,3.0,0.0005559673832468495,0.26871756856931056
3417,general dynamics corp,2015.0,6.0,0.0009514747859181732,0.45987947986045036
3418,general dynamics corp,2016.0,1.0,0.0001592356687898089,0.07696390658174097
3419,general dynamics corp,2017.0,1.0,0.00017768301350390902,0.08588012319355602
3420,general dynamics corp,2018.0,5.0,0.0007654623392529087,0.3699734639722392
3421,general dynamics corp,2019.0,7.0,0.0013864131511190335,0.6700996897075329
3422,general dynamics corp,2020.0,3.0,0.0008342602892102336,0.40322580645161293
3423,general dynamics corp,2021.0,3.0,0.0009202453987730061,0.4447852760736196
3424,general dynamics corp,2022.0,4.0,0.0012315270935960591,0.5952380952380952
3425,general electric co,1981.0,2.0,0.0015015015015015015,0.40094733909166896
3426,general electric co,1982.0,1.0,0.0005714285714285715,0.15258910162002948
3427,general electric co,1983.0,2.0,0.0010869565217391304,0.2902510085163604
3428,general electric co,1984.0,3.0,0.0008291873963515755,0.22141867979689184
3429,general electric co,1985.0,10.0,0.0015669069257286117,0.41841261020847936
3430,general electric co,1986.0,7.0,0.00097929490766648,0.2615020278183213
3431,general electric co,1987.0,6.0,0.0006558810668998689,0.1751405298437155
3432,general electric co,1988.0,4.0,0.0004035512510088781,0.1077606649858965
3433,general electric co,1989.0,9.0,0.000757511993939904,0.20227913058795252
3434,general electric co,1990.0,12.0,0.0010486760464913046,0.2800289376929667
3435,general electric co,1991.0,13.0,0.0012070566388115134,0.3223214542112971
3436,general electric co,1992.0,20.0,0.001594896331738437,0.425886647264835
3437,general electric co,1993.0,12.0,0.0010231923601637107,0.2732240052882519
3438,general electric co,1994.0,14.0,0.0009976484001995296,0.2664029779584352
3439,general electric co,1995.0,5.0,0.00042045072317524387,0.11227334671840378
3440,general electric co,1996.0,12.0,0.0009477924334570729,0.2530898929010835
3441,general electric co,1997.0,10.0,0.0007034822370735139,0.18785151448121812
3442,general electric co,1998.0,13.0,0.0007240323029796714,0.19333901764721081
3443,general electric co,1999.0,16.0,0.0007219565021207473,0.1927847146178515
3444,general electric co,2000.0,19.0,0.0007604258384695429,0.20305721719626907
3445,general electric co,2001.0,28.0,0.0009758817788930712,0.2605906168751374
3446,general electric co,2002.0,24.0,0.0008451894633046908,0.22569172658266085
3447,general electric co,2003.0,24.0,0.000839542449365096,0.22418379921087336
3448,general electric co,2004.0,29.0,0.0010426403969224132,0.27841723258849843
3449,general electric co,2005.0,18.0,0.0006262394322095815,0.1672252966298204
3450,general electric co,2006.0,31.0,0.0010601190069078723,0.28308456203018256
3451,general electric co,2007.0,59.0,0.0021030119408305117,0.561569229808164
3452,general electric co,2008.0,47.0,0.0017638008030922807,0.47098936496594074
3453,general electric co,2009.0,47.0,0.0018616810583854868,0.4971264203536173
3454,general electric co,2010.0,49.0,0.0020201187335092347,0.5394341797459402
3455,general electric co,2011.0,72.0,0.0022011617242433507,0.5877782575397038
3456,general electric co,2012.0,53.0,0.0019278335515786412,0.5147911819895873
3457,general electric co,2013.0,68.0,0.0025541824738008487,0.6820457158390678
3458,general electric co,2014.0,41.0,0.0014831428158008971,0.3960450022152045
3459,general electric co,2015.0,24.0,0.00088948187680676,0.23751917085617213
3460,general electric co,2016.0,57.0,0.002027964563987619,0.5415292591382196
3461,general electric co,2017.0,97.0,0.0037448845648984635,1.0
3462,general electric co,2018.0,30.0,0.0016724272494146504,0.44658980014781724
3463,general electric co,2019.0,35.0,0.0029060112919295916,0.7759948915830956
3464,general electric co,2020.0,15.0,0.001769493924737525,0.4725096045211482
3465,general electric co,2021.0,26.0,0.0032322227747389356,0.8631034465081228
3466,general electric co,2022.0,17.0,0.0023135547087642897,0.6177906604784807
3467,general mills inc,1985.0,1.0,0.001141552511415525,0.1963470319634703
3468,general mills inc,1986.0,2.0,0.001488095238095238,0.25595238095238093
3469,general mills inc,1987.0,1.0,0.0007092198581560284,0.12198581560283689
3470,general mills inc,1988.0,1.0,0.0006142506142506142,0.10565110565110565
3471,general mills inc,1989.0,2.0,0.0011074197120708748,0.19047619047619047
3472,general mills inc,1990.0,3.0,0.0016987542468856172,0.29218573046432617
3473,general mills inc,1991.0,4.0,0.002484472049689441,0.42732919254658386
3474,general mills inc,1992.0,4.0,0.0018552875695732839,0.31910946196660483
3475,general mills inc,1993.0,5.0,0.0020627062706270625,0.35478547854785475
3476,general mills inc,1994.0,3.0,0.0011269722013523666,0.19383921863260706
3477,general mills inc,1995.0,2.0,0.0007320644216691069,0.1259150805270864
3478,general mills inc,1996.0,2.0,0.0006373486297004461,0.10962396430847673
3479,general mills inc,1998.0,3.0,0.001029512697323267,0.17707618393960195
3480,general mills inc,1999.0,2.0,0.0005803830528148578,0.09982588508415555
3481,general mills inc,2001.0,2.0,0.0005851375073142189,0.10064365125804564
3482,general mills inc,2002.0,2.0,0.0005780346820809249,0.09942196531791908
3483,general mills inc,2003.0,5.0,0.0011809163911195087,0.2031176192725555
3484,general mills inc,2004.0,2.0,0.00045413260672116256,0.07811080835603997
3485,general mills inc,2006.0,5.0,0.001203659123736158,0.20702936928261917
3486,general mills inc,2007.0,6.0,0.0011885895404120444,0.20443740095087165
3487,general mills inc,2008.0,5.0,0.0011327594019030357,0.19483461712732214
3488,general mills inc,2009.0,9.0,0.0018995356690586745,0.326720135078092
3489,general mills inc,2010.0,9.0,0.0017842981760507533,0.3068992862807296
3490,general mills inc,2011.0,9.0,0.001693002257336343,0.291196388261851
3491,general mills inc,2012.0,9.0,0.0018556701030927835,0.31917525773195876
